,Class.vendor_0,Class.OSfamily_0,Class.OSgen_0,Class.device_0,SEQ.SP_0,SEQ.GCD_0,SEQ.ISR_0,SEQ.TI_0,SEQ.TI_1,SEQ.CI_0,SEQ.CI_1,SEQ.II_0,SEQ.II_1,SEQ.SS_0,SEQ.TS_0,SEQ.TS_1,OPS.O1_0,OPS.O1_1,OPS.O1_2,OPS.O1_3,OPS.O1_4,OPS.O1_5,OPS.O1_6,OPS.O1_7,OPS.O1_8,OPS.O2_0,OPS.O2_1,OPS.O2_2,OPS.O2_3,OPS.O2_4,OPS.O2_5,OPS.O2_6,OPS.O2_7,OPS.O2_8,OPS.O3_0,OPS.O3_1,OPS.O3_2,OPS.O3_3,OPS.O3_4,OPS.O3_5,OPS.O3_6,OPS.O3_7,OPS.O3_8,OPS.O3_9,OPS.O3_10,OPS.O3_11,OPS.O4_0,OPS.O4_1,OPS.O4_2,OPS.O4_3,OPS.O4_4,OPS.O4_5,OPS.O4_6,OPS.O4_7,OPS.O4_8,OPS.O5_0,OPS.O5_1,OPS.O5_2,OPS.O5_3,OPS.O5_4,OPS.O5_5,OPS.O5_6,OPS.O5_7,OPS.O5_8,OPS.O6_0,OPS.O6_1,OPS.O6_2,OPS.O6_3,OPS.O6_4,OPS.O6_5,OPS.O6_6,WIN.W1_0,WIN.W2_0,WIN.W3_0,WIN.W4_0,WIN.W5_0,WIN.W6_0,ECN.R_0,ECN.DF_0,ECN.T_0,ECN.TG_0,ECN.W_0,ECN.O_0,ECN.O_1,ECN.O_2,ECN.O_3,ECN.O_4,ECN.O_5,ECN.CC_0,ECN.Q_0,ECN.Q_1,T1.R_0,T1.DF_0,T1.T_0,T1.TG_0,T1.S_0,T1.A_0,T1.F_0,T1.F_1,T1.F_2,T1.F_3,T1.F_4,T1.F_5,T1.F_6,T1.RD_0,T1.Q_0,T1.Q_1,T2.R_0,T2.DF_0,T2.T_0,T2.TG_0,T2.W_0,T2.S_0,T2.A_0,T2.F_0,T2.F_1,T2.F_2,T2.F_3,T2.F_4,T2.F_5,T2.F_6,T2.O_0,T2.O_1,T2.O_2,T2.O_3,T2.O_4,T2.RD_0,T2.Q_0,T2.Q_1,T3.R_0,T3.DF_0,T3.T_0,T3.TG_0,T3.W_0,T3.S_0,T3.A_0,T3.F_0,T3.F_1,T3.F_2,T3.F_3,T3.F_4,T3.F_5,T3.F_6,T3.O_0,T3.O_1,T3.O_2,T3.O_3,T3.O_4,T3.O_5,T3.O_6,T3.O_7,T3.O_8,T3.RD_0,T3.Q_0,T3.Q_1,T4.R_0,T4.DF_0,T4.T_0,T4.TG_0,T4.W_0,T4.S_0,T4.A_0,T4.F_0,T4.F_1,T4.F_2,T4.F_3,T4.F_4,T4.F_5,T4.F_6,T4.O_0,T4.O_1,T4.O_2,T4.O_3,T4.O_4,T4.RD_0,T4.Q_0,T4.Q_1,T5.R_0,T5.DF_0,T5.T_0,T5.TG_0,T5.W_0,T5.S_0,T5.A_0,T5.F_0,T5.F_1,T5.F_2,T5.F_3,T5.F_4,T5.F_5,T5.F_6,T5.O_0,T5.O_1,T5.O_2,T5.O_3,T5.O_4,T5.RD_0,T5.Q_0,T5.Q_1,T6.R_0,T6.DF_0,T6.T_0,T6.TG_0,T6.W_0,T6.S_0,T6.A_0,T6.F_0,T6.F_1,T6.F_2,T6.F_3,T6.F_4,T6.F_5,T6.F_6,T6.O_0,T6.O_1,T6.O_2,T6.O_3,T6.O_4,T6.RD_0,T6.Q_0,T6.Q_1,T7.R_0,T7.DF_0,T7.T_0,T7.TG_0,T7.W_0,T7.S_0,T7.A_0,T7.F_0,T7.F_1,T7.F_2,T7.F_3,T7.F_4,T7.F_5,T7.F_6,T7.O_0,T7.O_1,T7.O_2,T7.O_3,T7.O_4,T7.RD_0,T7.Q_0,T7.Q_1,U1.R_0,U1.DF_0,U1.T_0,U1.TG_0,U1.IPL_0,U1.UN_0,U1.RIPL_0,U1.RIPL_1,U1.RID_0,U1.RID_1,U1.RIPCK_0,U1.RUCK_0,U1.RUCK_1,U1.RUD_0,IE.R_0,IE.DFI_0,IE.T_0,IE.TG_0,IE.CD_0,IE.CD_1
1263,Google,Android,5.X,phone,263,6,260,Z,-1,Z,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,66,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,67,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,67,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,59,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,64,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,64,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,68,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,67,64,S,-1
1264,Google,Android,5.X,phone,256,4,265,Z,-1,Z,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,61,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,62,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,66,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,68,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,61,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,66,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,69,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,64,64,S,-1
1265,Google,Android,5.X,phone,265,1,274,Z,-1,RD,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,64,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,63,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,67,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,69,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,67,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,62,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,69,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,65,64,S,-1
1266,Google,Android,5.X,phone,255,1,275,Z,-1,RD,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,64,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,68,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,69,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,63,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,64,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,60,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,67,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,65,64,S,-1
1267,Google,Android,6.X,phone,262,6,270,Z,-1,I,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,61,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,60,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,65,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,62,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,62,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,67,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,61,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,61,64,S,-1
1268,Google,Android,6.X,phone,254,4,267,Z,-1,I,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,62,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,59,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,61,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,63,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,65,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,65,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,63,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,64,64,S,-1
1269,Google,Android,6.X,phone,253,5,273,Z,-1,Z,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,66,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,62,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,69,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,69,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,64,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,61,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,68,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,64,64,S,-1
1270,Google,Android,6.X,phone,256,5,275,Z,-1,Z,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,64,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,65,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,63,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,66,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,59,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,69,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,67,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,59,64,S,-1
1271,Google,Android,6.X,phone,265,5,259,Z,-1,RD,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,62,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,61,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,59,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,64,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,63,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,67,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,60,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,63,64,S,-1
1272,Google,Android,6.X,phone,266,6,259,Z,-1,RD,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,63,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,68,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,66,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,59,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,67,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,68,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,62,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,59,64,S,-1
1273,Google,Android,7.X,phone,254,3,265,Z,-1,I,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,68,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,65,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,61,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,66,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,61,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,66,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,65,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,63,64,S,-1
1274,Google,Android,7.X,phone,256,5,271,Z,-1,I,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,65,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,63,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,59,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,65,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,63,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,65,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,68,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,61,64,S,-1
1275,Google,Android,7.X,phone,254,1,262,Z,-1,Z,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,69,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,64,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,69,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,61,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,59,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,59,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,65,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,68,64,S,-1
1276,Google,Android,7.X,phone,252,3,269,Z,-1,Z,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,66,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,65,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,65,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,63,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,67,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,66,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,63,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,60,64,S,-1
1277,Google,Android,7.X,phone,253,2,263,Z,-1,RD,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,67,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,67,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,63,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,64,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,61,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,63,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,64,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,62,64,S,-1
1278,Google,Android,7.X,phone,263,3,272,Z,-1,RD,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,63,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,61,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,69,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,69,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,69,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,59,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,62,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,68,64,S,-1
1279,Linux,Linux,3.X,phone,265,5,262,Z,-1,I,-1,I,-1,null,null,6,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,69,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,69,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,65,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,66,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,65,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,65,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,61,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,65,64,S,-1
1280,Linux,Linux,3.X,phone,266,3,262,Z,-1,I,-1,I,-1,null,null,7,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,N,N,T,N,W,-1,-1,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,N,W,-1,-1,-1,-1,M,S,T,-1,-1,-1,-1,65535,65535,65535,65535,65535,65535,Y,Y,60,64,65535,M,N,N,S,N,W,Y,null,null,Y,Y,69,64,O,S+,null,null,A,null,null,S,null,0,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,null,null,N,null,-1,-1,-1,null,null,null,null,null,null,null,null,null,null,-1,-1,-1,-1,-1,-1,-1,-1,-1,null,null,Y,Y,68,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,69,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,61,64,0,A,Z,null,null,null,null,R,null,null,null,-1,-1,-1,-1,0,null,null,Y,Y,68,64,0,Z,S+,null,null,A,null,R,null,null,null,-1,-1,-1,-1,0,null,null,null,N,63,64,356,0,G,-1,G,-1,G,G,-1,G,null,N,67,64,S,-1
